Vegetable,Year,Month,MonthNum,Date,Price,Annual_Price
Sayote,2020,June,6,6/1/2020,31.44,33.92
Sayote,2020,July,7,7/1/2020,34.8,33.92
Sayote,2020,August,8,8/1/2020,38.41,33.92
Sayote,2020,September,9,9/1/2020,41.93,33.92
Sayote,2020,October,10,10/1/2020,38.02,33.92
Sayote,2020,November,11,11/1/2020,36.56,33.92
Sayote,2020,December,12,12/1/2020,34.2,33.92
Sayote,2021,January,1,1/1/2021,37.15,37.38
Sayote,2021,February,2,2/1/2021,34.98,37.38
Sayote,2021,March,3,3/1/2021,31.05,37.38
Sayote,2021,April,4,4/1/2021,29.8,37.38
Sayote,2021,May,5,5/1/2021,31.44,37.38
Sayote,2021,June,6,6/1/2021,34.12,37.38
Sayote,2021,July,7,7/1/2021,37.59,37.38
Sayote,2021,August,8,8/1/2021,41.01,37.38
Sayote,2021,September,9,9/1/2021,44.88,37.38
Sayote,2021,October,10,10/1/2021,41.56,37.38
Sayote,2021,November,11,11/1/2021,39.04,37.38
Sayote,2021,December,12,12/1/2021,37.95,37.38
Sayote,2022,January,1,1/1/2022,40.09,40.09
Sayote,2022,February,2,2/1/2022,37.47,40.09
Sayote,2022,March,3,3/1/2022,34.23,40.09
Sayote,2022,April,4,4/1/2022,32.71,40.09
Sayote,2022,May,5,5/1/2022,34.19,40.09
Sayote,2022,June,6,6/1/2022,37.9,40.09
Sayote,2022,July,7,7/1/2022,40.55,40.09
Sayote,2022,August,8,8/1/2022,44.02,40.09
Sayote,2022,September,9,9/1/2022,47.1,40.09
Sayote,2022,October,10,10/1/2022,44.83,40.09
Sayote,2022,November,11,11/1/2022,42.14,40.09
Sayote,2022,December,12,12/1/2022,40.85,40.09
Sayote,2023,January,1,1/1/2023,43.08,43.55
Sayote,2023,February,2,2/1/2023,40.91,43.55
Sayote,2023,March,3,3/1/2023,37.75,43.55
Sayote,2023,April,4,4/1/2023,35.22,43.55
Sayote,2023,May,5,5/1/2023,37.66,43.55
Sayote,2023,June,6,6/1/2023,40.35,43.55
Sayote,2023,July,7,7/1/2023,43.89,43.55
Sayote,2023,August,8,8/1/2023,47.9,43.55
Sayote,2023,September,9,9/1/2023,50.04,43.55
Sayote,2023,October,10,10/1/2023,47.16,43.55
Sayote,2023,November,11,11/1/2023,45.48,43.55
Sayote,2023,December,12,12/1/2023,43.11,43.55
Sayote,2024,January,1,1/1/2024,46.52,46.24
Sayote,2024,February,2,2/1/2024,43.02,46.24
Sayote,2024,March,3,3/1/2024,40.8,46.24
Sayote,2024,April,4,4/1/2024,38.74,46.24
Sayote,2024,May,5,5/1/2024,40.67,46.24
Sayote,2024,June,6,6/1/2024,43.15,46.24
Sayote,2024,July,7,7/1/2024,46.5,46.24
Sayote,2024,August,8,8/1/2024,50.81,46.24
Sayote,2024,September,9,9/1/2024,53.03,46.24
Sayote,2024,October,10,10/1/2024,50.11,46.24
Sayote,2024,November,11,11/1/2024,48.98,46.24
Sayote,2024,December,12,12/1/2024,46.06,46.24
Siling Labuyo,2018,January,1,1/1/2018,132.76,135.62
Siling Labuyo,2018,February,2,2/1/2018,123.4,135.62
Siling Labuyo,2018,March,3,3/1/2018,118.07,135.62
Siling Labuyo,2018,April,4,4/1/2018,112.65,135.62
Siling Labuyo,2018,May,5,5/1/2018,120.4,135.62
Siling Labuyo,2018,June,6,6/1/2018,130.61,135.62
Siling Labuyo,2018,July,7,7/1/2018,140.28,135.62
Siling Labuyo,2018,August,8,8/1/2018,155.76,135.62
Siling Labuyo,2018,September,9,9/1/2018,165.1,135.62
Siling Labuyo,2018,October,10,10/1/2018,150.48,135.62
Siling Labuyo,2018,November,11,11/1/2018,140.49,135.62
Siling Labuyo,2018,December,12,12/1/2018,135.51,135.62
Siling Labuyo,2019,January,1,1/1/2019,145.98,149.3
Siling Labuyo,2019,February,2,2/1/2019,135.33,149.3
Siling Labuyo,2019,March,3,3/1/2019,130.64,149.3
Siling Labuyo,2019,April,4,4/1/2019,125.46,149.3
Siling Labuyo,2019,May,5,5/1/2019,133.0,149.3
Siling Labuyo,2019,June,6,6/1/2019,143.14,149.3
Siling Labuyo,2019,July,7,7/1/2019,155.24,149.3
Siling Labuyo,2019,August,8,8/1/2019,170.41,149.3
Siling Labuyo,2019,September,9,9/1/2019,180.9,149.3
Siling Labuyo,2019,October,10,10/1/2019,165.64,149.3
Siling Labuyo,2019,November,11,11/1/2019,152.84,149.3
Siling Labuyo,2019,December,12,12/1/2019,147.59,149.3
Siling Labuyo,2020,January,1,1/1/2020,157.76,162.22
Siling Labuyo,2020,February,2,2/1/2020,147.99,162.22
Siling Labuyo,2020,March,3,3/1/2020,142.96,162.22
Siling Labuyo,2020,April,4,4/1/2020,138.12,162.22
Siling Labuyo,2020,May,5,5/1/2020,145.24,162.22
Siling Labuyo,2020,June,6,6/1/2020,155.58,162.22
Siling Labuyo,2020,July,7,7/1/2020,170.38,162.22
Siling Labuyo,2020,August,8,8/1/2020,185.3,162.22
Siling Labuyo,2020,September,9,9/1/2020,195.48,162.22
Siling Labuyo,2020,October,10,10/1/2020,178.26,162.22
Siling Labuyo,2020,November,11,11/1/2020,165.1,162.22
Siling Labuyo,2020,December,12,12/1/2020,160.51,162.22
Siling Labuyo,2021,January,1,1/1/2021,170.92,180.52
Siling Labuyo,2021,February,2,2/1/2021,160.1,180.52
Siling Labuyo,2021,March,3,3/1/2021,155.29,180.52
Siling Labuyo,2021,April,4,4/1/2021,150.88,180.52
Siling Labuyo,2021,May,5,5/1/2021,158.06,180.52
Siling Labuyo,2021,June,6,6/1/2021,167.94,180.52
Siling Labuyo,2021,July,7,7/1/2021,185.89,180.52
Siling Labuyo,2021,August,8,8/1/2021,200.12,180.52
Siling Labuyo,2021,September,9,9/1/2021,210.94,180.52
Siling Labuyo,2021,October,10,10/1/2021,195.28,180.52
Siling Labuyo,2021,November,11,11/1/2021,178.28,180.52
Siling Labuyo,2021,December,12,12/1/2021,172.56,180.52
Siling Labuyo,2022,January,1,1/1/2022,190.46,192.37
Siling Labuyo,2022,February,2,2/1/2022,178.18,192.37
Siling Labuyo,2022,March,3,3/1/2022,170.38,192.37
Siling Labuyo,2022,April,4,4/1/2022,162.7,192.37
Siling Labuyo,2022,May,5,5/1/2022,175.03,192.37
Siling Labuyo,2022,June,6,6/1/2022,188.04,192.37
Siling Labuyo,2022,July,7,7/1/2022,200.54,192.37
Siling Labuyo,2022,August,8,8/1/2022,215.93,192.37
Siling Labuyo,2022,September,9,9/1/2022,225.06,192.37
Siling Labuyo,2022,October,10,10/1/2022,210.9,192.37
Siling Labuyo,2022,November,11,11/1/2022,195.28,192.37
Siling Labuyo,2022,December,12,12/1/2022,190.45,192.37
Siling Labuyo,2023,January,1,1/1/2023,207.68,209.29
Siling Labuyo,2023,February,2,2/1/2023,195.46,209.29
Siling Labuyo,2023,March,3,3/1/2023,188.43,209.29
Siling Labuyo,2023,April,4,4/1/2023,180.34,209.29
Siling Labuyo,2023,May,5,5/1/2023,193.12,209.29
Siling Labuyo,2023,June,6,6/1/2023,205.52,209.29
Siling Labuyo,2023,July,7,7/1/2023,218.07,209.29
Siling Labuyo,2023,August,8,8/1/2023,230.25,209.29
Siling Labuyo,2023,September,9,9/1/2023,240.54,209.29
Siling Labuyo,2023,October,10,10/1/2023,225.09,209.29
Siling Labuyo,2023,November,11,11/1/2023,212.98,209.29
Siling Labuyo,2023,December,12,12/1/2023,208.04,209.29
Siling Labuyo,2024,January,1,1/1/2024,222.92,223.7
Siling Labuyo,2024,February,2,2/1/2024,210.07,223.7
Siling Labuyo,2024,March,3,3/1/2024,203.0,223.7
Siling Labuyo,2024,April,4,4/1/2024,195.53,223.7
Siling Labuyo,2024,May,5,5/1/2024,207.62,223.7
Siling Labuyo,2024,June,6,6/1/2024,220.88,223.7
Siling Labuyo,2024,July,7,7/1/2024,232.64,223.7
Siling Labuyo,2024,August,8,8/1/2024,245.95,223.7
Siling Labuyo,2024,September,9,9/1/2024,255.24,223.7
Siling Labuyo,2024,October,10,10/1/2024,240.1,223.7
Siling Labuyo,2024,November,11,11/1/2024,228.02,223.7
Siling Labuyo,2024,December,12,12/1/2024,222.94,223.7
Siling haba,2018,January,1,1/1/2018,118.23,124.14
Siling haba,2018,February,2,2/1/2018,129.24,135.7
Siling haba,2018,March,3,3/1/2018,138.83,145.77
Siling haba,2018,April,4,4/1/2018,161.9,170.0
Siling haba,2018,May,5,5/1/2018,161.9,170.0
Siling haba,2018,June,6,6/1/2018,165.68,173.96
Siling haba,2018,July,7,7/1/2018,165.46,173.73
Siling haba,2018,August,8,8/1/2018,145.38,152.65
Siling haba,2018,September,9,9/1/2018,134.94,141.69
Siling haba,2018,October,10,10/1/2018,121.46,127.53
Siling haba,2018,November,11,11/1/2018,123.08,129.23
Siling haba,2018,December,12,12/1/2018,112.34,117.96
Siling haba,2019,January,1,1/1/2019,113.03,118.68
Siling haba,2019,February,2,2/1/2019,120.25,126.26
Siling haba,2019,March,3,3/1/2019,137.0,143.85
Siling haba,2019,April,4,4/1/2019,150.99,158.54
Siling haba,2019,May,5,5/1/2019,164.18,172.39
Siling haba,2019,June,6,6/1/2019,172.11,180.72
Siling haba,2019,July,7,7/1/2019,165.29,173.55
Siling haba,2019,August,8,8/1/2019,147.36,154.73
Siling haba,2019,September,9,9/1/2019,143.69,150.87
Siling haba,2019,October,10,10/1/2019,125.42,131.69
Siling haba,2019,November,11,11/1/2019,108.36,113.78
Siling haba,2019,December,12,12/1/2019,109.7,115.18
Siling haba,2020,January,1,1/1/2020,117.47,123.34
Siling haba,2020,February,2,2/1/2020,127.62,134.0
Siling haba,2020,March,3,3/1/2020,136.62,143.45
Siling haba,2020,April,4,4/1/2020,159.15,167.11
Siling haba,2020,May,5,5/1/2020,160.05,168.05
Siling haba,2020,June,6,6/1/2020,169.66,178.14
Siling haba,2020,July,7,7/1/2020,161.85,169.94
Siling haba,2020,August,8,8/1/2020,148.47,155.89
Siling haba,2020,September,9,9/1/2020,144.06,151.26
Siling haba,2020,October,10,10/1/2020,125.64,131.92
Siling haba,2020,November,11,11/1/2020,117.56,123.44
Siling haba,2020,December,12,12/1/2020,113.81,119.5
Siling haba,2021,January,1,1/1/2021,115.57,121.35
Siling haba,2021,February,2,2/1/2021,112.9,118.55
Siling haba,2021,March,3,3/1/2021,140.44,147.46
Siling haba,2021,April,4,4/1/2021,154.46,162.18
Siling haba,2021,May,5,5/1/2021,163.15,171.31
Siling haba,2021,June,6,6/1/2021,175.39,184.16
Siling haba,2021,July,7,7/1/2021,160.21,168.22
Siling haba,2021,August,8,8/1/2021,158.58,166.51
Siling haba,2021,September,9,9/1/2021,137.35,144.22
Siling haba,2021,October,10,10/1/2021,126.49,132.81
Siling haba,2021,November,11,11/1/2021,112.24,117.85
Siling haba,2021,December,12,12/1/2021,110.04,115.54
Siling haba,2022,January,1,1/1/2022,117.23,123.09
Siling haba,2022,February,2,2/1/2022,126.03,132.33
Siling haba,2022,March,3,3/1/2022,132.92,139.57
Siling haba,2022,April,4,4/1/2022,152.29,159.9
Siling haba,2022,May,5,5/1/2022,163.44,171.61
Siling haba,2022,June,6,6/1/2022,177.43,186.3
Siling haba,2022,July,7,7/1/2022,165.54,173.82
Siling haba,2022,August,8,8/1/2022,144.41,151.63
Siling haba,2022,September,9,9/1/2022,140.3,147.32
Siling haba,2022,October,10,10/1/2022,125.04,131.29
Siling haba,2022,November,11,11/1/2022,115.58,121.36
Siling haba,2022,December,12,12/1/2022,117.71,123.6
Siling haba,2023,January,1,1/1/2023,119.71,125.7
Siling haba,2023,February,2,2/1/2023,133.01,139.66
Siling haba,2023,March,3,3/1/2023,142.93,150.08
Siling haba,2023,April,4,4/1/2023,149.05,156.5
Siling haba,2023,May,5,5/1/2023,164.75,172.99
Siling haba,2023,June,6,6/1/2023,160.25,168.26
Siling haba,2023,July,7,7/1/2023,158.94,166.89
Siling haba,2023,August,8,8/1/2023,149.4,156.87
Siling haba,2023,September,9,9/1/2023,136.08,142.88
Siling haba,2023,October,10,10/1/2023,130.07,136.57
Siling haba,2023,November,11,11/1/2023,116.89,122.73
Siling haba,2023,December,12,12/1/2023,103.96,109.16
Siling haba,2024,January,1,1/1/2024,117.05,122.9
Siling haba,2024,February,2,2/1/2024,119.82,125.81
Siling haba,2024,March,3,3/1/2024,142.61,149.74
Siling haba,2024,April,4,4/1/2024,155.25,163.01
Siling haba,2024,May,5,5/1/2024,160.85,168.89
Siling haba,2024,June,6,6/1/2024,169.47,177.94
Siling haba,2024,July,7,7/1/2024,173.58,182.26
Siling haba,2024,August,8,8/1/2024,148.04,155.44
Siling haba,2024,September,9,9/1/2024,135.13,141.89
Siling haba,2024,October,10,10/1/2024,131.79,138.38
Siling haba,2024,November,11,11/1/2024,120.57,126.6
Siling haba,2024,December,12,12/1/2024,116.11,121.92
Sitaw,2018,January,1,1/1/2018,35.83,38.19
Sitaw,2018,February,2,2/1/2018,30.67,38.19
Sitaw,2018,March,3,3/1/2018,28.71,38.19
Sitaw,2018,April,4,4/1/2018,25.59,38.19
Sitaw,2018,May,5,5/1/2018,30.34,38.19
Sitaw,2018,June,6,6/1/2018,35.87,38.19
Sitaw,2018,July,7,7/1/2018,40.12,38.19
Sitaw,2018,August,8,8/1/2018,45.28,38.19
Sitaw,2018,September,9,9/1/2018,50.15,38.19
Sitaw,2018,October,10,10/1/2018,45.03,38.19
Sitaw,2018,November,11,11/1/2018,40.91,38.19
Sitaw,2018,December,12,12/1/2018,38.8,38.19
Sitaw,2019,January,1,1/1/2019,40.75,43.07
Sitaw,2019,February,2,2/1/2019,35.92,43.07
Sitaw,2019,March,3,3/1/2019,33.15,43.07
Sitaw,2019,April,4,4/1/2019,30.88,43.07
Sitaw,2019,May,5,5/1/2019,35.64,43.07
Sitaw,2019,June,6,6/1/2019,40.23,43.07
Sitaw,2019,July,7,7/1/2019,45.97,43.07
Sitaw,2019,August,8,8/1/2019,50.19,43.07
Sitaw,2019,September,9,9/1/2019,55.48,43.07
Sitaw,2019,October,10,10/1/2019,50.36,43.07
Sitaw,2019,November,11,11/1/2019,45.09,43.07
Sitaw,2019,December,12,12/1/2019,43.2,43.07
Sitaw,2020,January,1,1/1/2020,45.99,47.13
Sitaw,2020,February,2,2/1/2020,40.11,47.13
Sitaw,2020,March,3,3/1/2020,38.07,47.13
Sitaw,2020,April,4,4/1/2020,35.23,47.13
Sitaw,2020,May,5,5/1/2020,40.56,47.13
Sitaw,2020,June,6,6/1/2020,45.09,47.13
Sitaw,2020,July,7,7/1/2020,50.94,47.13
Sitaw,2020,August,8,8/1/2020,55.45,47.13
Sitaw,2020,September,9,9/1/2020,60.03,47.13
Sitaw,2020,October,10,10/1/2020,55.88,47.13
Sitaw,2020,November,11,11/1/2020,50.19,47.13
Sitaw,2020,December,12,12/1/2020,48.05,47.13
Sitaw,2021,January,1,1/1/2021,50.37,52.29
Sitaw,2021,February,2,2/1/2021,45.08,52.29
Sitaw,2021,March,3,3/1/2021,43.91,52.29
Sitaw,2021,April,4,4/1/2021,40.79,52.29
Sitaw,2021,May,5,5/1/2021,45.03,52.29
Sitaw,2021,June,6,6/1/2021,50.66,52.29
Sitaw,2021,July,7,7/1/2021,55.19,52.29
Sitaw,2021,August,8,8/1/2021,60.95,52.29
Sitaw,2021,September,9,9/1/2021,65.07,52.29
Sitaw,2021,October,10,10/1/2021,60.18,52.29
Sitaw,2021,November,11,11/1/2021,55.82,52.29
Sitaw,2021,December,12,12/1/2021,53.4,52.29
Sitaw,2022,January,1,1/1/2022,55.25,57.11
Sitaw,2022,February,2,2/1/2022,50.19,57.11
Sitaw,2022,March,3,3/1/2022,48.97,57.11
Sitaw,2022,April,4,4/1/2022,45.24,57.11
Sitaw,2022,May,5,5/1/2022,50.77,57.11
Sitaw,2022,June,6,6/1/2022,55.05,57.11
Sitaw,2022,July,7,7/1/2022,60.18,57.11
Sitaw,2022,August,8,8/1/2022,65.92,57.11
Sitaw,2022,September,9,9/1/2022,70.33,57.11
Sitaw,2022,October,10,10/1/2022,65.41,57.11
Sitaw,2022,November,11,11/1/2022,60.06,57.11
Sitaw,2022,December,12,12/1/2022,58.98,57.11
Sitaw,2023,January,1,1/1/2023,60.17,63.06
Sitaw,2023,February,2,2/1/2023,55.94,63.06
Sitaw,2023,March,3,3/1/2023,53.08,63.06
Sitaw,2023,April,4,4/1/2023,50.14,63.06
Sitaw,2023,May,5,5/1/2023,55.99,63.06
Sitaw,2023,June,6,6/1/2023,60.85,63.06
Sitaw,2023,July,7,7/1/2023,65.23,63.06
Sitaw,2023,August,8,8/1/2023,70.9,63.06
Sitaw,2023,September,9,9/1/2023,75.31,63.06
Sitaw,2023,October,10,10/1/2023,70.18,63.06
Sitaw,2023,November,11,11/1/2023,65.07,63.06
Sitaw,2023,December,12,12/1/2023,63.89,63.06
Sitaw,2024,January,1,1/1/2024,65.81,67.29
Sitaw,2024,February,2,2/1/2024,60.07,67.29
Sitaw,2024,March,3,3/1/2024,58.91,67.29
Sitaw,2024,April,4,4/1/2024,55.19,67.29
Sitaw,2024,May,5,5/1/2024,60.25,67.29
Sitaw,2024,June,6,6/1/2024,65.04,67.29
Sitaw,2024,July,7,7/1/2024,70.19,67.29
Sitaw,2024,August,8,8/1/2024,75.88,67.29
Sitaw,2024,September,9,9/1/2024,80.09,67.29
Sitaw,2024,October,10,10/1/2024,75.3,67.29
Sitaw,2024,November,11,11/1/2024,70.92,67.29
Sitaw,2024,December,12,12/1/2024,68.8,67.29
Spinach,2018,January,1,1/1/2018,49.79,51.13
Spinach,2018,February,2,2/1/2018,49.44,51.13
Spinach,2018,March,3,3/1/2018,50.38,51.13
Spinach,2018,April,4,4/1/2018,49.0,51.13
Spinach,2018,May,5,5/1/2018,50.14,51.13
Spinach,2018,June,6,6/1/2018,50.41,51.13
Spinach,2018,July,7,7/1/2018,52.74,51.13
Spinach,2018,August,8,8/1/2018,52.07,51.13
Spinach,2018,September,9,9/1/2018,51.88,51.13
Spinach,2018,October,10,10/1/2018,51.54,51.13
Spinach,2018,November,11,11/1/2018,52.95,51.13
Spinach,2018,December,12,12/1/2018,53.23,51.13
Spinach,2019,January,1,1/1/2019,53.38,52.65
Spinach,2019,February,2,2/1/2019,55.44,52.65
Spinach,2019,March,3,3/1/2019,54.49,52.65
Spinach,2019,April,4,4/1/2019,55.3,52.65
Spinach,2019,May,5,5/1/2019,53.93,52.65
Spinach,2019,June,6,6/1/2019,52.82,52.65
Spinach,2019,July,7,7/1/2019,50.92,52.65
Spinach,2019,August,8,8/1/2019,50.77,52.65
Spinach,2019,September,9,9/1/2019,50.76,52.65
Spinach,2019,October,10,10/1/2019,51.12,52.65
Spinach,2019,November,11,11/1/2019,50.79,52.65
Spinach,2019,December,12,12/1/2019,52.11,52.65
Spinach,2020,January,1,1/1/2020,54.97,55.62
Spinach,2020,February,2,2/1/2020,54.38,55.62
Spinach,2020,March,3,3/1/2020,55.51,55.62
Spinach,2020,April,4,4/1/2020,56.99,55.62
Spinach,2020,May,5,5/1/2020,58.26,55.62
Spinach,2020,June,6,6/1/2020,57.4,55.62
Spinach,2020,July,7,7/1/2020,55.85,55.62
Spinach,2020,August,8,8/1/2020,54.14,55.62
Spinach,2020,September,9,9/1/2020,52.71,55.62
Spinach,2020,October,10,10/1/2020,53.08,55.62
Spinach,2020,November,11,11/1/2020,55.92,55.62
Spinach,2020,December,12,12/1/2020,58.21,55.62
Spinach,2021,January,1,1/1/2021,60.31,58.7
Spinach,2021,February,2,2/1/2021,68.69,58.7
Spinach,2021,March,3,3/1/2021,68.94,58.7
Spinach,2021,April,4,4/1/2021,66.42,58.7
Spinach,2021,May,5,5/1/2021,60.66,58.7
Spinach,2021,June,6,6/1/2021,59.6,58.7
Spinach,2021,July,7,7/1/2021,56.07,58.7
Spinach,2021,August,8,8/1/2021,52.97,58.7
Spinach,2021,September,9,9/1/2021,51.49,58.7
Spinach,2021,October,10,10/1/2021,52.72,58.7
Spinach,2021,November,11,11/1/2021,51.98,58.7
Spinach,2021,December,12,12/1/2021,54.53,58.7
Spinach,2022,January,1,1/1/2022,71.29,57.73
Spinach,2022,February,2,2/1/2022,61.11,57.73
Spinach,2022,March,3,3/1/2022,59.38,57.73
Spinach,2022,April,4,4/1/2022,56.09,57.73
Spinach,2022,May,5,5/1/2022,54.86,57.73
Spinach,2022,June,6,6/1/2022,53.94,57.73
Spinach,2022,July,7,7/1/2022,54.64,57.73
Spinach,2022,August,8,8/1/2022,53.72,57.73
Spinach,2022,September,9,9/1/2022,54.4,57.73
Spinach,2022,October,10,10/1/2022,55.07,57.73
Spinach,2022,November,11,11/1/2022,59.14,57.73
Spinach,2022,December,12,12/1/2022,59.15,57.73
Spinach,2023,January,1,1/1/2023,59.83,61.09
Spinach,2023,February,2,2/1/2023,75.98,61.09
Spinach,2023,March,3,3/1/2023,72.7,61.09
Spinach,2023,April,4,4/1/2023,66.03,61.09
Spinach,2023,May,5,5/1/2023,64.03,61.09
Spinach,2023,June,6,6/1/2023,60.39,61.09
Spinach,2023,July,7,7/1/2023,54.29,61.09
Spinach,2023,August,8,8/1/2023,54.35,61.09
Spinach,2023,September,9,9/1/2023,55.2,61.09
Spinach,2023,October,10,10/1/2023,53.45,61.09
Spinach,2023,November,11,11/1/2023,55.69,61.09
Spinach,2023,December,12,12/1/2023,61.08,61.09
Spinach,2024,January,1,1/1/2024,62.5,63.99
Spinach,2024,February,2,2/1/2024,65.91,63.99
Spinach,2024,March,3,3/1/2024,59.89,63.99
Spinach,2024,April,4,4/1/2024,65.03,63.99
Spinach,2024,May,5,5/1/2024,73.89,63.99
Spinach,2024,June,6,6/1/2024,72.52,63.99
Spinach,2024,July,7,7/1/2024,65.19,63.99
Spinach,2024,August,8,8/1/2024,63.02,63.99
Spinach,2024,September,9,9/1/2024,57.95,63.99
Spinach,2024,October,10,10/1/2024,58.78,63.99
Spinach,2024,November,11,11/1/2024,60.59,63.99
Spinach,2024,December,12,12/1/2024,62.65,63.99
Squash,2018,January,1,1/1/2018,20.37,22.22
Squash,2018,February,2,2/1/2018,18.06,22.22
Squash,2018,March,3,3/1/2018,16.92,22.22
Squash,2018,April,4,4/1/2018,15.11,22.22
Squash,2018,May,5,5/1/2018,18.45,22.22
Squash,2018,June,6,6/1/2018,20.93,22.22
Squash,2018,July,7,7/1/2018,25.07,22.22
Squash,2018,August,8,8/1/2018,28.14,22.22
Squash,2018,September,9,9/1/2018,30.56,22.22
Squash,2018,October,10,10/1/2018,28.91,22.22
Squash,2018,November,11,11/1/2018,25.75,22.22
Squash,2018,December,12,12/1/2018,22.88,22.22
Squash,2019,January,1,1/1/2019,22.88,24.58
Squash,2019,February,2,2/1/2019,20.14,24.58
Squash,2019,March,3,3/1/2019,18.45,24.58
Squash,2019,April,4,4/1/2019,17.02,24.58
Squash,2019,May,5,5/1/2019,20.37,24.58
Squash,2019,June,6,6/1/2019,22.79,24.58
Squash,2019,July,7,7/1/2019,27.18,24.58
Squash,2019,August,8,8/1/2019,30.05,24.58
Squash,2019,September,9,9/1/2019,32.88,24.58
Squash,2019,October,10,10/1/2019,30.15,24.58
Squash,2019,November,11,11/1/2019,27.99,24.58
Squash,2019,December,12,12/1/2019,25.07,24.58
Squash,2020,January,1,1/1/2020,25.99,27.42
Squash,2020,February,2,2/1/2020,23.08,27.42
Squash,2020,March,3,3/1/2020,20.91,27.42
Squash,2020,April,4,4/1/2020,18.88,27.42
Squash,2020,May,5,5/1/2020,23.14,27.42
Squash,2020,June,6,6/1/2020,25.8,27.42
Squash,2020,July,7,7/1/2020,30.05,27.42
Squash,2020,August,8,8/1/2020,33.09,27.42
Squash,2020,September,9,9/1/2020,35.91,27.42
Squash,2020,October,10,10/1/2020,33.17,27.42
Squash,2020,November,11,11/1/2020,30.82,27.42
Squash,2020,December,12,12/1/2020,28.19,27.42
Squash,2021,January,1,1/1/2021,28.19,30.32
Squash,2021,February,2,2/1/2021,25.8,30.32
Squash,2021,March,3,3/1/2021,23.08,30.32
Squash,2021,April,4,4/1/2021,20.37,30.32
Squash,2021,May,5,5/1/2021,25.99,30.32
Squash,2021,June,6,6/1/2021,28.05,30.32
Squash,2021,July,7,7/1/2021,33.17,30.32
Squash,2021,August,8,8/1/2021,35.92,30.32
Squash,2021,September,9,9/1/2021,38.88,30.32
Squash,2021,October,10,10/1/2021,35.09,30.32
Squash,2021,November,11,11/1/2021,33.15,30.32
Squash,2021,December,12,12/1/2021,30.14,30.32
Squash,2022,January,1,1/1/2022,32.19,34.54
Squash,2022,February,2,2/1/2022,30.01,34.54
Squash,2022,March,3,3/1/2022,27.88,34.54
Squash,2022,April,4,4/1/2022,25.14,34.54
Squash,2022,May,5,5/1/2022,30.09,34.54
Squash,2022,June,6,6/1/2022,33.15,34.54
Squash,2022,July,7,7/1/2022,38.07,34.54
Squash,2022,August,8,8/1/2022,40.91,34.54
Squash,2022,September,9,9/1/2022,43.95,34.54
Squash,2022,October,10,10/1/2022,40.06,34.54
Squash,2022,November,11,11/1/2022,38.02,34.54
Squash,2022,December,12,12/1/2022,35.11,34.54
Squash,2023,January,1,1/1/2023,35.09,37.25
Squash,2023,February,2,2/1/2023,33.15,37.25
Squash,2023,March,3,3/1/2023,30.01,37.25
Squash,2023,April,4,4/1/2023,28.05,37.25
Squash,2023,May,5,5/1/2023,33.17,37.25
Squash,2023,June,6,6/1/2023,35.91,37.25
Squash,2023,July,7,7/1/2023,40.08,37.25
Squash,2023,August,8,8/1/2023,43.12,37.25
Squash,2023,September,9,9/1/2023,46.19,37.25
Squash,2023,October,10,10/1/2023,43.04,37.25
Squash,2023,November,11,11/1/2023,40.09,37.25
Squash,2023,December,12,12/1/2023,38.1,37.25
Squash,2024,January,1,1/1/2024,38.1,40.78
Squash,2024,February,2,2/1/2024,35.09,40.78
Squash,2024,March,3,3/1/2024,33.15,40.78
Squash,2024,April,4,4/1/2024,30.01,40.78
Squash,2024,May,5,5/1/2024,35.88,40.78
Squash,2024,June,6,6/1/2024,38.02,40.78
Squash,2024,July,7,7/1/2024,43.12,40.78
Squash,2024,August,8,8/1/2024,46.19,40.78
Squash,2024,September,9,9/1/2024,49.05,40.78
Squash,2024,October,10,10/1/2024,46.06,40.78
Squash,2024,November,11,11/1/2024,43.19,40.78
Squash,2024,December,12,12/1/2024,40.08,40.78
Sweet pepper,2018,January,1,1/1/2018,70.92,70.18
Sweet pepper,2018,February,2,2/1/2018,65.88,70.18
Sweet pepper,2018,March,3,3/1/2018,60.15,70.18
Sweet pepper,2018,April,4,4/1/2018,55.99,70.18
Sweet pepper,2018,May,5,5/1/2018,60.88,70.18
Sweet pepper,2018,June,6,6/1/2018,65.17,70.18
Sweet pepper,2018,July,7,7/1/2018,70.05,70.18
Sweet pepper,2018,August,8,8/1/2018,75.92,70.18
Sweet pepper,2018,September,9,9/1/2018,80.08,70.18
Sweet pepper,2018,October,10,10/1/2018,75.14,70.18
Sweet pepper,2018,November,11,11/1/2018,70.03,70.18
Sweet pepper,2018,December,12,12/1/2018,65.91,70.18
Sweet pepper,2019,January,1,1/1/2019,75.05,75.44
Sweet pepper,2019,February,2,2/1/2019,70.11,75.44
Sweet pepper,2019,March,3,3/1/2019,65.92,75.44
Sweet pepper,2019,April,4,4/1/2019,60.03,75.44
Sweet pepper,2019,May,5,5/1/2019,65.15,75.44
Sweet pepper,2019,June,6,6/1/2019,70.88,75.44
Sweet pepper,2019,July,7,7/1/2019,75.14,75.44
Sweet pepper,2019,August,8,8/1/2019,80.99,75.44
Sweet pepper,2019,September,9,9/1/2019,85.02,75.44
Sweet pepper,2019,October,10,10/1/2019,80.05,75.44
Sweet pepper,2019,November,11,11/1/2019,75.1,75.44
Sweet pepper,2019,December,12,12/1/2019,70.88,75.44
