PHILIPPINES,Year,Month,Price,Annual Price,MonthNum,Date
"MALAGKIT (STICKY RICE), 1 KG",2019,October,51.37,50.11,10,10/1/2019
"MILAGROSA RICE, 1 KG",2019,October,42.25,41.91,10,10/1/2019
"PINAWA (BROWN RICE), 1 KG",2019,October,59,58.18,10,10/1/2019
"PULANG BIGAS (RED RICE), 1 KG",2019,October,56.06,54.45,10,10/1/2019
"REPOLYO (CABBAGE), 1 KG",2020,October,65.41,74.92,10,10/1/2020
"KOLIFLOWER (CAULIFLOWER), 1 KG",2020,October,110.77,100.46,10,10/1/2020
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2020,October,28.19,31.52,10,10/1/2020
"ALUGBATI (MALABAR SPINACH), 1 KG",2020,October,53.08,55.62,10,10/1/2020
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2020,October,37.01,36.2,10,10/1/2020
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2020,October,32.32,32.82,10,10/1/2020
"GABI LEAVES (DAHON NG GABI), 1 KG",2020,October,75.82,75.57,10,10/1/2020
"KANGKONG (WATER SPINACH), 1 KG",2020,October,35.39,35.53,10,10/1/2020
"MALUNGGAY (MORINGA), 1 KG",2020,October,41.69,44.85,10,10/1/2020
"BOK CHOY (CHINESE CABBAGE), 1 KG",2020,October,56.75,62.33,10,10/1/2020
"PECHAY (NATIVE), 1 KG",2020,October,67.91,68.3,10,10/1/2020
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2020,October,101.58,104.21,10,10/1/2020
"SILING LABUYO (WILD CHILI), 1 KG",2020,October,260.59,236.17,10,10/1/2020
"SIBUYAS (ONION), 1 KG",2020,October,180.25,167.65,10,10/1/2020
"LABANOS (RADISH), 1 KG",2020,October,45.19,37.69,10,10/1/2020
"SITAW (STRING BEAN), 1 KG",2020,October,55.88,47.13,10,10/1/2020
"AMPALAYA (BITTER GOURD), 1 KG",2020,October,60.84,53.07,10,10/1/2020
"UPO (BOTTLE GOURD), 1 KG",2020,October,50.18,43.17,10,10/1/2020
"TALONG (EGGPLANT), (NATIVE), 1 KG",2020,October,50.31,43.23,10,10/1/2020
"LUYA (GINGER), 1 KG",2020,October,140.05,120.42,10,10/1/2020
"BAWANG (GARLIC), 1 KG",2020,October,220.35,206.77,10,10/1/2020
"KAMATIS (TOMATO), 1 KG",2020,October,75.83,58.21,10,10/1/2020
"KAROT (CARROT), 1 KG",2020,October,75.36,66.4,10,10/1/2020
"BROKOLI (BROCCOLI), 1 KG",2020,October,145.5,138.97,10,10/1/2020
"SINGKAMAS (JICAMA), 1 KG",2020,October,36.29,30.73,10,10/1/2020
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2020,October,145.89,138.96,10,10/1/2020
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2020,October,66.02,59.54,10,10/1/2020
"MUSTASA (MUSTARD LEAVE), 1 KG",2020,October,46.12,41.08,10,10/1/2020
"SAYOTE (CHAYOTE), 1 KG",2020,October,38.02,33.92,10,10/1/2020
"KALABASA (SQUASH), 1 KG",2020,October,33.17,27.42,10,10/1/2020
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2020,October,25.99,21.24,10,10/1/2020
"OKRA, 1 KG",2020,October,55.9,47.22,10,10/1/2020
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2020,October,140.91,116.74,10,10/1/2020
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2020,October,70.88,64.71,10,10/1/2020
"SAMPALOC (TAMARIND), 1 KG",2020,October,85.11,77.92,10,10/1/2020
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2020,October,55.88,46.65,10,10/1/2020
"PATOLA (SPONGE GOURD), 1 KG",2020,October,50.93,42.78,10,10/1/2020
"PATANI (LIMA BEAN), 1 KG",2020,October,55.78,47.43,10,10/1/2020
"SALUYOT (JUTE MALLOW), 1 KG",2020,October,50.05,42.35,10,10/1/2020
"KADYOS (PIGEON BEAN), 1 KG",2020,October,65.99,58.09,10,10/1/2020
"BATAW (HYACINTH BEAN), 1 KG",2020,October,55.09,48.36,10,10/1/2020
"KAMOTENG KAHOY (CASSAVA), 1 KG",2020,October,50.91,43.86,10,10/1/2020
"GABI (TARRO), 1 KG",2020,October,65.88,58.62,10,10/1/2020
"SILING-TAMBAN (BELL PEPPER), 1 KG",2020,October,85.92,80.44,10,10/1/2020
"PATATAS (POTATO), 1 KG",2020,October,75.92,68.85,10,10/1/2020
"LETTUCE (LITSUGAS), 1 KG",2020,October,95.14,88.62,10,10/1/2020
"GREEN BEANS (BAGUIO BEANS), 1 KG",2020,October,65.92,58.85,10,10/1/2020
"SILING LABUYO (RED CHILI), 1 KG",2020,October,95.92,88.27,10,10/1/2020
"KOLITIS/URAY (AMARANTH), 1 KG",2020,October,55.05,48.62,10,10/1/2020
"TOGUE (BEAN SPROUTS), 1 KG",2020,October,28.99,24.94,10,10/1/2020
"PAKO (FIDDLEHEAD FERN), 1 KG",2020,October,65.05,58.04,10,10/1/2020
"MUSHROOM (OYSTER/FRESH), 1 KG",2020,October,160.05,148.44,10,10/1/2020
"TANGLAD (LEMON GRASS), 1 KG",2020,October,20.88,16.77,10,10/1/2020
"KUTSAY (CHIVES), 1 KG",2020,October,50.99,41.62,10,10/1/2020
"LABONG (BAMBOO SHOOT), 1 KG",2020,October,55.12,47.6,10,10/1/2020
"ARARU (ARROWROOT), 1 KG",2020,October,85.92,78.42,10,10/1/2020
"KAMOTE (SWEET POTATO), 1 KG",2020,October,55.12,47.34,10,10/1/2020
"GABI (TARO), 1 KG",2020,October,60.99,51.35,10,10/1/2020
"UBE (PURPLE YAM), 1 KG",2020,October,65.88,58.09,10,10/1/2020
"SINANDOMENG RICE, 1 KG",2020,October,47.61,46.13,10,10/1/2020
"DINORADO RICE, 1 KG",2020,October,51.16,49.85,10,10/1/2020
"JASMINE RICE, 1 KG",2020,October,51.23,50.91,10,10/1/2020
"MALAGKIT (STICKY RICE), 1 KG",2020,October,53.37,52.84,10,10/1/2020
"MILAGROSA RICE, 1 KG",2020,October,45.97,43.99,10,10/1/2020
"PINAWA (BROWN RICE), 1 KG",2020,October,61.18,60.58,10,10/1/2020
"PULANG BIGAS (RED RICE), 1 KG",2020,October,57.55,57.21,10,10/1/2020
"REPOLYO (CABBAGE), 1 KG",2021,October,102.95,91.12,10,10/1/2021
"KOLIFLOWER (CAULIFLOWER), 1 KG",2021,October,190.92,135.17,10,10/1/2021
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2021,October,31.64,35.81,10,10/1/2021
"ALUGBATI (MALABAR SPINACH), 1 KG",2021,October,52.72,58.7,10,10/1/2021
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2021,October,38.22,37.42,10,10/1/2021
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2021,October,44.32,36.93,10,10/1/2021
"GABI LEAVES (DAHON NG GABI), 1 KG",2021,October,80.82,80.67,10,10/1/2021
"KANGKONG (WATER SPINACH), 1 KG",2021,October,39.18,39.24,10,10/1/2021
"MALUNGGAY (MORINGA), 1 KG",2021,October,44.83,45.44,10,10/1/2021
"BOK CHOY (CHINESE CABBAGE), 1 KG",2021,October,68.76,66.62,10,10/1/2021
"PECHAY (NATIVE), 1 KG",2021,October,73.72,72.15,10,10/1/2021
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2021,October,111.41,110.23,10,10/1/2021
"SILING LABUYO (WILD CHILI), 1 KG",2021,October,290.41,266.37,10,10/1/2021
"SIBUYAS (ONION), 1 KG",2021,October,195.14,184.11,10,10/1/2021
"LABANOS (RADISH), 1 KG",2021,October,50.62,43.48,10,10/1/2021
"SITAW (STRING BEAN), 1 KG",2021,October,60.18,52.29,10,10/1/2021
"AMPALAYA (BITTER GOURD), 1 KG",2021,October,65.71,58,10,10/1/2021
"UPO (BOTTLE GOURD), 1 KG",2021,October,55.91,48.12,10,10/1/2021
"TALONG (EGGPLANT), (NATIVE), 1 KG",2021,October,55.88,47.42,10,10/1/2021
"LUYA (GINGER), 1 KG",2021,October,150.28,130.92,10,10/1/2021
"BAWANG (GARLIC), 1 KG",2021,October,235.05,223.46,10,10/1/2021
"KAMATIS (TOMATO), 1 KG",2021,October,80.35,63.49,10,10/1/2021
"KAROT (CARROT), 1 KG",2021,October,80.53,71.46,10,10/1/2021
"BROKOLI (BROCCOLI), 1 KG",2021,October,155.88,148.05,10,10/1/2021
"SINGKAMAS (JICAMA), 1 KG",2021,October,39.46,33.46,10,10/1/2021
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2021,October,155.33,148.23,10,10/1/2021
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2021,October,70.48,63.56,10,10/1/2021
"MUSTASA (MUSTARD LEAVE), 1 KG",2021,October,49.33,44.49,10,10/1/2021
"SAYOTE (CHAYOTE), 1 KG",2021,October,41.56,37.38,10,10/1/2021
"KALABASA (SQUASH), 1 KG",2021,October,35.09,30.32,10,10/1/2021
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2021,October,28.05,23.44,10,10/1/2021
"OKRA, 1 KG",2021,October,60.1,51.96,10,10/1/2021
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2021,October,150.12,131.06,10,10/1/2021
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2021,October,75.89,68.06,10,10/1/2021
"SAMPALOC (TAMARIND), 1 KG",2021,October,90.03,83.15,10,10/1/2021
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2021,October,60.91,52.67,10,10/1/2021
"PATOLA (SPONGE GOURD), 1 KG",2021,October,55.04,47.35,10,10/1/2021
"PATANI (LIMA BEAN), 1 KG",2021,October,60.03,52.45,10,10/1/2021
"SALUYOT (JUTE MALLOW), 1 KG",2021,October,55.91,47.85,10,10/1/2021
"KADYOS (PIGEON BEAN), 1 KG",2021,October,70.99,63.44,10,10/1/2021
"BATAW (HYACINTH BEAN), 1 KG",2021,October,60.15,53.37,10,10/1/2021
"KAMOTENG KAHOY (CASSAVA), 1 KG",2021,October,55.12,49.09,10,10/1/2021
"GABI (TARRO), 1 KG",2021,October,70.03,63.52,10,10/1/2021
"SILING-TAMBAN (BELL PEPPER), 1 KG",2021,October,90.88,83.61,10,10/1/2021
"PATATAS (POTATO), 1 KG",2021,October,80.11,73.83,10,10/1/2021
"LETTUCE (LITSUGAS), 1 KG",2021,October,100.03,93.26,10,10/1/2021
"GREEN BEANS (BAGUIO BEANS), 1 KG",2021,October,70.12,63.44,10,10/1/2021
"SILING LABUYO (RED CHILI), 1 KG",2021,October,100.15,94.67,10,10/1/2021
"KOLITIS/URAY (AMARANTH), 1 KG",2021,October,60.88,53.62,10,10/1/2021
"TOGUE (BEAN SPROUTS), 1 KG",2021,October,30.05,27.54,10,10/1/2021
"PAKO (FIDDLEHEAD FERN), 1 KG",2021,October,70.11,63.09,10,10/1/2021
"MUSHROOM (OYSTER/FRESH), 1 KG",2021,October,170.99,158.43,10,10/1/2021
"TANGLAD (LEMON GRASS), 1 KG",2021,October,22.88,18.83,10,10/1/2021
"KUTSAY (CHIVES), 1 KG",2021,October,55.92,46.87,10,10/1/2021
"LABONG (BAMBOO SHOOT), 1 KG",2021,October,60.03,53.35,10,10/1/2021
"ARARU (ARROWROOT), 1 KG",2021,October,90.12,83.68,10,10/1/2021
"KAMOTE (SWEET POTATO), 1 KG",2021,October,60.12,53.6,10,10/1/2021
"GABI (TARO), 1 KG",2021,October,65.88,57.1,10,10/1/2021
"UBE (PURPLE YAM), 1 KG",2021,October,70.99,63.46,10,10/1/2021
"SINANDOMENG RICE, 1 KG",2021,October,49.5,48.44,10,10/1/2021
"DINORADO RICE, 1 KG",2021,October,52.79,52.5,10,10/1/2021
"JASMINE RICE, 1 KG",2021,October,52.56,53.01,10,10/1/2021
"MALAGKIT (STICKY RICE), 1 KG",2021,October,57.2,55.77,10,10/1/2021
"MILAGROSA RICE, 1 KG",2021,October,47.88,46.63,10,10/1/2021
"PINAWA (BROWN RICE), 1 KG",2021,October,63.3,64.16,10,10/1/2021
"PULANG BIGAS (RED RICE), 1 KG",2021,October,59.97,59.9,10,10/1/2021
"REPOLYO (CABBAGE), 1 KG",2022,October,82.11,81.76,10,10/1/2022
"KOLIFLOWER (CAULIFLOWER), 1 KG",2022,October,202.59,162.8,10,10/1/2022
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2022,October,38.24,37.34,10,10/1/2022
"ALUGBATI (MALABAR SPINACH), 1 KG",2022,October,55.07,57.73,10,10/1/2022
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2022,October,40.24,40.61,10,10/1/2022
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2022,October,42.21,42.28,10,10/1/2022
"GABI LEAVES (DAHON NG GABI), 1 KG",2022,October,85.59,86.79,10,10/1/2022
"KANGKONG (WATER SPINACH), 1 KG",2022,October,43.5,44.32,10,10/1/2022
"MALUNGGAY (MORINGA), 1 KG",2022,October,48.23,49.26,10,10/1/2022
"BOK CHOY (CHINESE CABBAGE), 1 KG",2022,October,67.1,67.19,10,10/1/2022
"PECHAY (NATIVE), 1 KG",2022,October,76.63,82.69,10,10/1/2022
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2022,October,121.36,118.08,10,10/1/2022
"SILING LABUYO (WILD CHILI), 1 KG",2022,October,315.92,285.96,10,10/1/2022
"SIBUYAS (ONION), 1 KG",2022,October,215.88,201.65,10,10/1/2022
"LABANOS (RADISH), 1 KG",2022,October,55.93,48.4,10,10/1/2022
"SITAW (STRING BEAN), 1 KG",2022,October,65.41,57.11,10,10/1/2022
"AMPALAYA (BITTER GOURD), 1 KG",2022,October,70.8,63.44,10,10/1/2022
"UPO (BOTTLE GOURD), 1 KG",2022,October,60.1,53.26,10,10/1/2022
"TALONG (EGGPLANT), (NATIVE), 1 KG",2022,October,60.16,52.55,10,10/1/2022
"LUYA (GINGER), 1 KG",2022,October,170.83,145.97,10,10/1/2022
"BAWANG (GARLIC), 1 KG",2022,October,250.09,236.89,10,10/1/2022
"KAMATIS (TOMATO), 1 KG",2022,October,90.76,73.5,10,10/1/2022
"KAROT (CARROT), 1 KG",2022,October,85.55,76.42,10,10/1/2022
"BROKOLI (BROCCOLI), 1 KG",2022,October,165.23,158.05,10,10/1/2022
"SINGKAMAS (JICAMA), 1 KG",2022,October,42.64,36.33,10,10/1/2022
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2022,October,165.11,157.62,10,10/1/2022
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2022,October,75.09,67.69,10,10/1/2022
"MUSTASA (MUSTARD LEAVE), 1 KG",2022,October,52.88,47.85,10,10/1/2022
"SAYOTE (CHAYOTE), 1 KG",2022,October,44.83,40.09,10,10/1/2022
"KALABASA (SQUASH), 1 KG",2022,October,40.06,34.54,10,10/1/2022
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2022,October,30.15,25.72,10,10/1/2022
"OKRA, 1 KG",2022,October,65.77,57.42,10,10/1/2022
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2022,October,170.83,150.95,10,10/1/2022
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2022,October,80.12,73.06,10,10/1/2022
"SAMPALOC (TAMARIND), 1 KG",2022,October,95.88,88.43,10,10/1/2022
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2022,October,65.92,57.27,10,10/1/2022
"PATOLA (SPONGE GOURD), 1 KG",2022,October,60.88,52.22,10,10/1/2022
"PATANI (LIMA BEAN), 1 KG",2022,October,65.09,57.34,10,10/1/2022
"SALUYOT (JUTE MALLOW), 1 KG",2022,October,60.03,52.76,10,10/1/2022
"KADYOS (PIGEON BEAN), 1 KG",2022,October,75.05,69.34,10,10/1/2022
"BATAW (HYACINTH BEAN), 1 KG",2022,October,65.99,58.01,10,10/1/2022
"KAMOTENG KAHOY (CASSAVA), 1 KG",2022,October,60.12,53.85,10,10/1/2022
"GABI (TARRO), 1 KG",2022,October,75.92,68.67,10,10/1/2022
"SILING-TAMBAN (BELL PEPPER), 1 KG",2022,October,95.03,88.61,10,10/1/2022
"PATATAS (POTATO), 1 KG",2022,October,85.99,78.83,10,10/1/2022
"LETTUCE (LITSUGAS), 1 KG",2022,October,105.05,98.01,10,10/1/2022
"GREEN BEANS (BAGUIO BEANS), 1 KG",2022,October,75.14,68.42,10,10/1/2022
"SILING LABUYO (RED CHILI), 1 KG",2022,October,105.88,98.78,10,10/1/2022
"KOLITIS/URAY (AMARANTH), 1 KG",2022,October,65.92,57.87,10,10/1/2022
"TOGUE (BEAN SPROUTS), 1 KG",2022,October,33.05,29.46,10,10/1/2022
"PAKO (FIDDLEHEAD FERN), 1 KG",2022,October,75.05,68.2,10,10/1/2022
"MUSHROOM (OYSTER/FRESH), 1 KG",2022,October,180.99,167.54,10,10/1/2022
"TANGLAD (LEMON GRASS), 1 KG",2022,October,25.03,20.92,10,10/1/2022
"KUTSAY (CHIVES), 1 KG",2022,October,60.03,51.56,10,10/1/2022
"LABONG (BAMBOO SHOOT), 1 KG",2022,October,65.05,58.69,10,10/1/2022
"ARARU (ARROWROOT), 1 KG",2022,October,95.14,88.27,10,10/1/2022
"KAMOTE (SWEET POTATO), 1 KG",2022,October,65.12,57.82,10,10/1/2022
"GABI (TARO), 1 KG",2022,October,70.03,61.35,10,10/1/2022
"UBE (PURPLE YAM), 1 KG",2022,October,75.03,68.02,10,10/1/2022
"SINANDOMENG RICE, 1 KG",2022,October,51.86,51.22,10,10/1/2022
"DINORADO RICE, 1 KG",2022,October,56.74,54.99,10,10/1/2022
"JASMINE RICE, 1 KG",2022,October,56.51,55.69,10,10/1/2022
"MALAGKIT (STICKY RICE), 1 KG",2022,October,59.05,58.36,10,10/1/2022
"MILAGROSA RICE, 1 KG",2022,October,49.14,48.61,10,10/1/2022
"PINAWA (BROWN RICE), 1 KG",2022,October,66.01,66.9,10,10/1/2022
"PULANG BIGAS (RED RICE), 1 KG",2022,October,64,63.38,10,10/1/2022
"REPOLYO (CABBAGE), 1 KG",2023,October,111.82,92.47,10,10/1/2023
"KOLIFLOWER (CAULIFLOWER), 1 KG",2023,October,256.55,182.78,10,10/1/2023
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2023,October,31.3,36.15,10,10/1/2023
"ALUGBATI (MALABAR SPINACH), 1 KG",2023,October,53.45,61.09,10,10/1/2023
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2023,October,46,43.78,10,10/1/2023
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2023,October,49.14,47.73,10,10/1/2023
"GABI LEAVES (DAHON NG GABI), 1 KG",2023,October,83.52,86.49,10,10/1/2023
"KANGKONG (WATER SPINACH), 1 KG",2023,October,45.26,48.23,10,10/1/2023
"MALUNGGAY (MORINGA), 1 KG",2023,October,58.65,59.13,10,10/1/2023
"BOK CHOY (CHINESE CABBAGE), 1 KG",2023,October,89.14,76.33,10,10/1/2023
"PECHAY (NATIVE), 1 KG",2023,October,86.45,85.33,10,10/1/2023
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2023,October,140.43,142.61,10,10/1/2023
"SILING LABUYO (WILD CHILI), 1 KG",2023,October,340.06,315.56,10,10/1/2023
"SIBUYAS (ONION), 1 KG",2023,October,235.13,220.88,10,10/1/2023
"LABANOS (RADISH), 1 KG",2023,October,60.03,53.43,10,10/1/2023
"SITAW (STRING BEAN), 1 KG",2023,October,70.18,63.06,10,10/1/2023
"AMPALAYA (BITTER GOURD), 1 KG",2023,October,75.06,68.06,10,10/1/2023
"UPO (BOTTLE GOURD), 1 KG",2023,October,65.18,58.88,10,10/1/2023
"TALONG (EGGPLANT), (NATIVE), 1 KG",2023,October,65.29,57.07,10,10/1/2023
"LUYA (GINGER), 1 KG",2023,October,190.75,166.08,10,10/1/2023
"BAWANG (GARLIC), 1 KG",2023,October,270.24,257.02,10,10/1/2023
"KAMATIS (TOMATO), 1 KG",2023,October,100.86,83.63,10,10/1/2023
"KAROT (CARROT), 1 KG",2023,October,90.15,82.14,10,10/1/2023
"BROKOLI (BROCCOLI), 1 KG",2023,October,175.03,168.07,10,10/1/2023
"SINGKAMAS (JICAMA), 1 KG",2023,October,45.99,39.95,10,10/1/2023
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2023,October,175.92,168.03,10,10/1/2023
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2023,October,80.99,72.68,10,10/1/2023
"MUSTASA (MUSTARD LEAVE), 1 KG",2023,October,55.45,50.85,10,10/1/2023
"SAYOTE (CHAYOTE), 1 KG",2023,October,47.16,43.55,10,10/1/2023
"KALABASA (SQUASH), 1 KG",2023,October,43.04,37.25,10,10/1/2023
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2023,October,33.09,28.23,10,10/1/2023
"OKRA, 1 KG",2023,October,70.04,62.35,10,10/1/2023
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2023,October,190.15,172.01,10,10/1/2023
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2023,October,85.11,78.46,10,10/1/2023
"SAMPALOC (TAMARIND), 1 KG",2023,October,100.24,92.43,10,10/1/2023
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2023,October,70.88,62.68,10,10/1/2023
"PATOLA (SPONGE GOURD), 1 KG",2023,October,65.88,58.66,10,10/1/2023
"PATANI (LIMA BEAN), 1 KG",2023,October,70.14,63.11,10,10/1/2023
"SALUYOT (JUTE MALLOW), 1 KG",2023,October,65.99,57.99,10,10/1/2023
"KADYOS (PIGEON BEAN), 1 KG",2023,October,80.12,74.67,10,10/1/2023
"BATAW (HYACINTH BEAN), 1 KG",2023,October,70.12,63.09,10,10/1/2023
"KAMOTENG KAHOY (CASSAVA), 1 KG",2023,October,65.12,58.93,10,10/1/2023
"GABI (TARRO), 1 KG",2023,October,80.11,73.61,10,10/1/2023
"SILING-TAMBAN (BELL PEPPER), 1 KG",2023,October,100.91,93.27,10,10/1/2023
"PATATAS (POTATO), 1 KG",2023,October,90.11,83.85,10,10/1/2023
"LETTUCE (LITSUGAS), 1 KG",2023,October,110.05,103.27,10,10/1/2023
"GREEN BEANS (BAGUIO BEANS), 1 KG",2023,October,80.05,73.85,10,10/1/2023
"SILING LABUYO (RED CHILI), 1 KG",2023,October,110.12,103.02,10,10/1/2023
"KOLITIS/URAY (AMARANTH), 1 KG",2023,October,70.88,62.79,10,10/1/2023
"TOGUE (BEAN SPROUTS), 1 KG",2023,October,35.12,32.67,10,10/1/2023
"PAKO (FIDDLEHEAD FERN), 1 KG",2023,October,80.05,73.71,10,10/1/2023
"MUSHROOM (OYSTER/FRESH), 1 KG",2023,October,190.88,179.19,10,10/1/2023
"TANGLAD (LEMON GRASS), 1 KG",2023,October,28.99,23.94,10,10/1/2023
"KUTSAY (CHIVES), 1 KG",2023,October,65.05,56.68,10,10/1/2023
"LABONG (BAMBOO SHOOT), 1 KG",2023,October,70.88,63.43,10,10/1/2023
"ARARU (ARROWROOT), 1 KG",2023,October,100.91,93.26,10,10/1/2023
"KAMOTE (SWEET POTATO), 1 KG",2023,October,70.99,62.79,10,10/1/2023
"GABI (TARO), 1 KG",2023,October,75.88,66.69,10,10/1/2023
"UBE (PURPLE YAM), 1 KG",2023,October,80.05,73.44,10,10/1/2023
"SINANDOMENG RICE, 1 KG",2023,October,55.39,53.66,10,10/1/2023
"DINORADO RICE, 1 KG",2023,October,59.29,57.6,10,10/1/2023
"JASMINE RICE, 1 KG",2023,October,60.27,58.55,10,10/1/2023
"MALAGKIT (STICKY RICE), 1 KG",2023,October,61.06,61.48,10,10/1/2023
"MILAGROSA RICE, 1 KG",2023,October,51.09,51.08,10,10/1/2023
"PINAWA (BROWN RICE), 1 KG",2023,October,71.58,70.51,10,10/1/2023
"PULANG BIGAS (RED RICE), 1 KG",2023,October,65.91,66.79,10,10/1/2023
"REPOLYO (CABBAGE), 1 KG",2024,October,84.88,86.37,10,10/1/2024
"KOLIFLOWER (CAULIFLOWER), 1 KG",2024,October,246.04,175.04,10,10/1/2024
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2024,October,34.42,34.58,10,10/1/2024
"ALUGBATI (MALABAR SPINACH), 1 KG",2024,October,58.78,63.99,10,10/1/2024
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2024,October,48.63,49.75,10,10/1/2024
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2024,October,47.43,47.31,10,10/1/2024
"GABI LEAVES (DAHON NG GABI), 1 KG",2024,October,95.37,91.65,10,10/1/2024
"KANGKONG (WATER SPINACH), 1 KG",2024,October,50.15,53.12,10,10/1/2024
"MALUNGGAY (MORINGA), 1 KG",2024,October,58.63,57.32,10,10/1/2024
"BOK CHOY (CHINESE CABBAGE), 1 KG",2024,October,80.06,77.77,10,10/1/2024
"PECHAY (NATIVE), 1 KG",2024,October,97.27,93.3,10,10/1/2024
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2024,October,143.51,140.87,10,10/1/2024
"SILING LABUYO (WILD CHILI), 1 KG",2024,October,365.17,339.14,10,10/1/2024
"SIBUYAS (ONION), 1 KG",2024,October,260.97,243.43,10,10/1/2024
"LABANOS (RADISH), 1 KG",2024,October,65.19,57.59,10,10/1/2024
"SITAW (STRING BEAN), 1 KG",2024,October,75.3,67.29,10,10/1/2024
"AMPALAYA (BITTER GOURD), 1 KG",2024,October,80.19,73.41,10,10/1/2024
"UPO (BOTTLE GOURD), 1 KG",2024,October,70.84,64.31,10,10/1/2024
"TALONG (EGGPLANT), (NATIVE), 1 KG",2024,October,70.91,63.01,10,10/1/2024
"LUYA (GINGER), 1 KG",2024,October,210.06,184.94,10,10/1/2024
"BAWANG (GARLIC), 1 KG",2024,October,290.46,276.77,10,10/1/2024
"KAMATIS (TOMATO), 1 KG",2024,October,110.29,93.24,10,10/1/2024
"KAROT (CARROT), 1 KG",2024,October,95.88,87.2,10,10/1/2024
"BROKOLI (BROCCOLI), 1 KG",2024,October,185.02,178.98,10,10/1/2024
"SINGKAMAS (JICAMA), 1 KG",2024,October,48.42,42.48,10,10/1/2024
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2024,October,185.51,178.99,10,10/1/2024
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2024,October,85.05,77.63,10,10/1/2024
"MUSTASA (MUSTARD LEAVE), 1 KG",2024,October,58.06,54.32,10,10/1/2024
"SAYOTE (CHAYOTE), 1 KG",2024,October,50.11,46.24,10,10/1/2024
"KALABASA (SQUASH), 1 KG",2024,October,46.06,40.78,10,10/1/2024
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2024,October,35.09,30.73,10,10/1/2024
"OKRA, 1 KG",2024,October,75.88,67.65,10,10/1/2024
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2024,October,210.09,195.87,10,10/1/2024
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2024,October,90.09,83.62,10,10/1/2024
"SAMPALOC (TAMARIND), 1 KG",2024,October,105.79,98.08,10,10/1/2024
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2024,October,75.09,68.45,10,10/1/2024
"PATOLA (SPONGE GOURD), 1 KG",2024,October,70.91,63.6,10,10/1/2024
"PATANI (LIMA BEAN), 1 KG",2024,October,75.88,68.39,10,10/1/2024
"SALUYOT (JUTE MALLOW), 1 KG",2024,October,70.88,62.78,10,10/1/2024
"KADYOS (PIGEON BEAN), 1 KG",2024,October,85.03,78.86,10,10/1/2024
